interval_start,interval_end,ch1_mean,ch2_mean,ch3_mean,ch4_mean,ch1_std,ch2_std,ch3_std,ch4_std
2.6011268066623565e-05,7.808866931058313e-05,1.3987888787141125,3.319383471823483,2.589889514851282,2.0840758268802597,0.0,0.0,0.0,4.681111291435602e-16
7.808866931058313e-05,0.0001258169384543,2.225353801672888,1.0244690026518588,0.6967569185633005,3.052011439277784,0.0,0.0,0.0,0.0
0.0001258169384543,0.0001733188481745,3.854571914304829,1.3303231536306064,0.9900155651632107,3.5293027376673884,0.0,0.0,1.1775693440128312e-16,0.0
0.0001733188481745,0.0002239926530546,0.5028733041087914,4.609971917722733,1.773410432057937,2.895849213889072,1.1702778228589004e-16,9.362222582871203e-16,0.0,0.0
0.0002239926530546,0.0002765945101161,2.365660339604182,2.220974546358128,0.9234857434794664,4.91636517434519,0.0,0.0,0.0,9.362222582871203e-16
0.0002765945101161,0.0003243044183668,4.146252102707167,0.22763932956153424,3.5977906897033822,0.5844429194273287,0.0,2.943923360032078e-17,4.710277376051325e-16,0.0
0.0003243044183668,0.0003717011476901,0.1908544969648362,3.7642323548727763,1.0813965185962,3.8851045040042345,0.0,4.710277376051325e-16,0.0,4.710277376051325e-16
0.0003717011476901,0.0004236425184995,3.6497017200884456,0.6597642888904647,2.5124456870888787,1.9269378007797127,0.0,1.1702778228589004e-16,0.0,2.340555645717801e-16
0.0004236425184995,0.0004763162235431,4.704197488010367,4.558576266488176,0.6278217873623299,0.3627469552497474,0.0,0.0,0.0,5.851389114294502e-17
0.0004763162235431,0.0005239938172259,0.1275303854874621,2.969493687558002,4.78884793512975,1.0919105514984535,0.0,0.0,0.0,0.0
0.0005239938172259,0.0005722159338936,0.6797655289410504,3.1019479134972934,3.119365373174377,1.5940407443599058,0.0,0.0,0.0,0.0
0.0005722159338936,0.0006222715632471,2.951828445832276,1.163505005830217,2.0808528153274906,4.876891767681156,0.0,0.0,4.681111291435602e-16,9.362222582871203e-16
0.0006222715632471,0.0006736117085552,1.617988447992834,3.7441891278024158,3.3463463904880597,2.895228476273865,0.0,4.681111291435602e-16,4.681111291435602e-16,4.681111291435602e-16
0.0006736117085552,0.0007223230930671,0.7932687827994778,3.2194256095588547,1.18580520669605,4.344628193320404,0.0,0.0,0.0,0.0
0.0007223230930671,0.0007734221439734,2.0649224810049462,1.0721722497097037,3.128601778853329,2.2546986807755234,0.0,0.0,0.0,0.0
0.0007734221439734,0.0008251356227886,0.22095128982408002,1.0303604845844023,2.263911789143657,2.6249272647062485,2.925694557147251e-17,0.0,4.681111291435602e-16,4.681111291435602e-16
0.0008251356227886,0.0008738672886847,2.824219221125388,1.0554628265404946,4.828010669322767,1.8666277235861242,0.0,0.0,0.0,2.3551386880256624e-16
0.0008738672886847,0.0009253418251429,2.9633319457806246,2.7211879288374723,4.24511620244126,1.0046785418098012,4.681111291435602e-16,0.0,0.0,2.340555645717801e-16
0.0009253418251429,0.0009755398064119,1.2555371353250373,4.908521015438081,2.381024292070218,3.6178878363692837,2.340555645717801e-16,9.362222582871203e-16,0.0,4.681111291435602e-16
0.0009755398064119,0.0010267311507642,1.8120124708832637,2.6321009497997805,2.9715745531242206,4.319053235407493,2.340555645717801e-16,0.0,0.0,9.362222582871203e-16
0.0010267311507642,0.0010757454267137,3.961164342688277,1.7941483176027697,2.3022401452650065,1.377081731114812,0.0,2.3551386880256624e-16,0.0,0.0
0.0010757454267137,0.001126388649222,2.3056285911472263,2.4419466637685083,1.0100078276335709,0.4903019045219554,0.0,0.0,2.340555645717801e-16,5.851389114294502e-17
0.001126388649222,0.0011768976071592,0.33497232733107457,3.1709209396791507,1.167570675549365,3.630436117385199,5.851389114294502e-17,4.681111291435602e-16,0.0,9.362222582871203e-16
0.0011768976071592,0.001228328094197,1.9802661980763705,2.495535502789479,2.128834148644809,1.181887724744921,0.0,0.0,0.0,0.0
0.001228328094197,0.0012806091069628,0.4621771626848875,4.304802525800946,0.6600953648794006,0.2984951690173876,0.0,0.0,0.0,0.0
0.0012806091069628,0.001329707047464,3.664589998325668,4.938381972910455,1.915155951700517,2.55206418375753,4.710277376051325e-16,0.0,2.3551386880256624e-16,0.0
0.001329707047464,0.001376368334916,4.082912523638836,4.117694530205387,1.1258135667436011,0.7901883927788556,0.0,0.0,0.0,0.0
0.001376368334916,0.0014254618598725,4.66736103324323,4.9989651281445,4.602319925413044,2.9392962940055387,0.0,0.0,0.0,0.0
0.0014254618598725,0.0014728658325292,0.8784567455031317,0.4767117779938357,2.7543074146735718,4.221455671177587,0.0,0.0,0.0,0.0
0.0014728658325292,0.0015209280973777,1.7875852488912187,3.839793495739359,2.246652968857549,2.562843054962951,0.0,0.0,0.0,0.0
0.0015209280973777,0.0015701518526151,1.8119989895186892,4.462514894379133,0.2264449570724269,4.945476321415137,0.0,0.0,0.0,0.0
0.0015701518526151,0.0016204826889997,4.464479502948733,1.192521232436759,0.534971332074367,2.5812303315137237,0.0,0.0,1.1702778228589004e-16,4.681111291435602e-16
0.0016204826889997,0.0016670350312586,3.4613411939259766,4.989562423709535,2.239664879449351,2.9671242156503164,0.0,0.0,0.0,0.0
0.0016670350312586,0.0017201350788789,0.6631169309863656,3.137694199010004,2.0661222845770366,2.358425508206513,1.1702778228589004e-16,0.0,0.0,0.0
0.0017201350788789,0.0017706185013262,3.7912799980240477,1.424160115568187,1.0975246090025734,1.8966010970792304,4.681111291435602e-16,0.0,2.340555645717801e-16,0.0
0.0017706185013262,0.0018180589855606,1.8634415410335903,3.6381534849343464,4.361960825858161,0.9872598300190637,2.3551386880256624e-16,4.710277376051325e-16,0.0,1.1775693440128312e-16
0.0018180589855606,0.0018675763557048,3.0354093348402733,2.909682830156915,4.033245353971119,1.127735398174201,0.0,0.0,0.0,0.0
0.0018675763557048,0.0019173874967338,1.2052224074323754,2.1182279345946897,2.112216876267799,1.5996768203184124,0.0,0.0,0.0,0.0
0.0019173874967338,0.0019660345465208,3.2717294417002267,0.4474962598499588,4.475561575868932,0.2915069082432731,0.0,0.0,0.0,0.0
0.0019660345465208,0.0020164464858551,4.633792170578056,1.4905848768952343,3.306472883269118,0.1853362752824033,0.0,2.340555645717801e-16,0.0,0.0
0.0020164464858551,0.0020665950013169,1.7704364398070491,2.086953380075847,4.179409019913123,1.0266133533312956,0.0,0.0,0.0,0.0
0.0020665950013169,0.0021163366204172,0.4045804058446212,2.4201028890475014,1.6396489164692456,2.520961726715993,0.0,0.0,0.0,0.0
0.0021163366204172,0.0021655360054411,4.714554168462635,1.3757134998781244,4.761417175567564,4.924730221943516,0.0,0.0,0.0,0.0
0.0021655360054411,0.0022172292437908,1.8692926901974325,1.8871828466122786,3.4090746791464897,0.47318700274199543,0.0,2.340555645717801e-16,4.681111291435602e-16,5.851389114294502e-17
0.0022172292437908,0.002267104282153,2.1403059930903363,1.785032031205313,3.169732797896633,2.546344201014075,0.0,2.3551386880256624e-16,0.0,0.0
0.002267104282153,0.0023159916173378,0.4437606797669685,1.4760577677812536,1.6586975513540096,1.641235608399941,0.0,0.0,0.0,0.0
0.0023159916173378,0.0023673377575563,0.0957889419511759,2.364604179412871,1.3216152185518202,2.0467490879330574,0.0,4.681111291435602e-16,2.340555645717801e-16,4.681111291435602e-16
0.0023673377575563,0.0024137907176367,2.2301092095090564,3.0227633389379696,0.2741321979625405,0.1897504767022884,0.0,0.0,0.0,0.0
0.0024137907176367,0.0024659337223223,3.3544720567899,4.898702920110955,1.0122991860050454,3.886312309070876,0.0,9.362222582871203e-16,2.340555645717801e-16,0.0
0.0024659337223223,0.0025143785202845,3.8081302851020515,3.175250297769399,0.4575070201564901,1.1112201039669456,4.710277376051325e-16,0.0,0.0,0.0
0.0025143785202845,0.0025655649156499,4.909698475237289,0.061969175011165015,2.102676912650531,1.8283350144562,9.362222582871203e-16,1.4628472785736255e-17,0.0,0.0
0.0025655649156499,0.0026135432036231,3.7880292432182268,3.2985908003587188,2.763650041799824,0.4542872002253251,4.710277376051325e-16,0.0,0.0,0.0
0.0026135432036231,0.0026637722332967,1.5593638147601414,1.2053114083495082,1.5671369092438392,0.06522506652308739,0.0,2.340555645717801e-16,0.0,1.4628472785736255e-17
0.0026637722332967,0.0027129737742743,2.29333653720446,1.2561246526605774,0.3846678611200549,1.70199480021464,0.0,0.0,0.0,0.0
0.0027129737742743,0.0027604623176353,0.1092326367164486,4.7622199842768485,1.1820995619257606,2.357530754293537,0.0,0.0,0.0,0.0
0.0027604623176353,0.0028088237699368,3.0767725569173825,3.6304356293662914,1.332555052342046,3.492853946335497,0.0,0.0,0.0,0.0
0.0028088237699368,0.0028548466483075,3.4057266618309345,1.046916499527133,0.6643280922500244,3.3257714444030424,0.0,0.0,0.0,0.0
0.0028548466483075,0.0029019136007464,2.2652628309399514,0.5293021452406566,2.6194182670128474,0.0108264026759841,0.0,0.0,0.0,0.0
0.0029019136007464,0.0029534736251244,3.1818320465309116,0.0281963053663975,0.1275089656201311,4.14959729696359,4.681111291435602e-16,0.0,0.0,9.362222582871203e-16
