timestamp	signal
0.0	0
2.6011268066623565e-05	1
5.124940994135102e-05	0
7.808866931058313e-05	1
0.00010155638374518293	0
0.00012581693845431814	1
0.00014993108023403248	0
0.00017331884817455581	1
0.0001991547056608354	0
0.00022399265305467675	1
0.0002507766104385662	0
0.00027659451011619046	1
0.0003008732547276522	0
0.00032430441836680054	1
0.00034794589684237	0
0.00037170114769019617	1
0.00039605408489241494	0
0.0004236425184995726	1
0.000449150760991367	0
0.0004763162235431646	1
0.0005004067124940478	0
0.0005239938172259389	1
0.0005494552367504232	0
0.0005722159338936065	1
0.0005967525465015608	0
0.0006222715632471218	1
0.0006469973409531356	0
0.000673611708555297	1
0.000696767980603176	0
0.0007223230930671468	1
0.0007480875877306681	0
0.0007734221439734873	1
0.0007983361026709138	0
0.0008251356227886203	1
0.0008490682693201717	0
0.0008738672886847517	1
0.0008991238127692829	0
0.0009253418251429903	1
0.0009498743699758187	0
0.0009755398064119937	1
0.0010027937632586022	0
0.0010267311507642994	1
0.0010516822092434346	0
0.001075745426713721	1
0.001101844249779204	0
0.001126388649222036	1
0.0011524363841732168	0
0.0011768976071592809	1
0.0012037262830021053	0
0.001228328094197037	1
0.001255012335328985	0
0.0012806091069628243	1
0.0013042986581440225	0
0.001329707047464094	1
0.001352600376694533	0
0.0013763683349160476	1
0.0014012205503540595	0
0.0014254618598725209	1
0.0014499510577622888	0
0.0014728658325292977	1
0.0014974637701248303	0
0.001520928097377777	1
0.0015448488561775847	0
0.0015701518526151656	1
0.0015935390049549843	0
0.0016204826889997155	1
0.0016441845254162298	0
0.001667035031258645	1
0.001693916235191054	0
0.0017201350788789921	1
0.0017452352553849638	0
0.0017706185013262868	1
0.0017950237706358984	0
0.0018180589855606244	1
0.0018434459633814213	0
0.001867576355704893	1
0.0018937473737690286	0
0.0019173874967338977	1
0.0019401847717419767	0
0.0019660345465208787	1
0.001992142276971064	0
0.002016446485855103	1
0.0020417408386232613	0
0.002066595001316908	1
0.0020930256076998827	0
0.0021163366204172795	1
0.0021417813852099223	0
0.002165536005441129	1
0.002190298617275977	0
0.0022172292437908376	1
0.002243668971336706	0
0.002267104282153098	1
0.0022916369176411763	0
0.0023159916173378626	1
0.0023407573146249	0
0.002367337757556325	1
0.0023902030166294097	0
0.0024137907176367763	1
0.002438482464431498	0
0.0024659337223223157	1
0.0024893479632273046	0
0.0025143785202845193	1
0.0025418593711925585	0
0.002565564915649945	1
0.002588314055169449	0
0.002613543203623129	1
0.002639023206690421	0
0.0026637722332967634	1
0.0026877150550708856	0
0.002712973774274334	1
0.0027375941662118935	0
0.0027604623176353685	1
0.0027851954137860266	0
0.002808823769936876	1
0.0028316530450822183	0
0.0028548466483075915	1
0.002877924500005484	0
0.002901913600746498	1
0.0029278270898477417	0
0.0029534736251244386	1
0.002979202922476667	0
0.0030027981772584446	1
0.003030479437987011	0
0.0030532982346980256	1
0.003077242617098696	0
0.0031046406914635363	1
0.0031282832595230384	0
0.0031527285312716005	1
0.003176541456108338	0
0.0032005442325186003	1
0.0032270643024011267	0
0.003251606611215259	1
0.0032766248284415707	0
0.0033013729138997657	1
0.003328253782575521	0
0.0033530609655647793	1
0.0033772823503753695	0
0.0034027080225344218	1
0.0034256004237285895	0
0.003451724694040218	1
0.0034756023227207975	0
0.0035019072012909018	1
0.0035269860448720967	0
0.0035510367365759986	1
0.003578495321472995	0
0.0036045144466339166	1
0.0036289416802444963	0
0.003655250455393048	1
0.003682146465145926	0
0.0037095464328525704	1
0.0037356173321441925	0
0.0037616413900494823	1
0.0037850431382043426	0
0.003812354244905309	1
0.003837901876797902	0
0.0038609521102471625	1
0.0038847427366889187	0
0.003910493501819255	1
0.003938180158870295	0
0.003963028661308708	1
0.00398790748842557	0
0.004015250869614974	1
0.004040290177797358	0
0.004065851485073413	1
0.004090383847389994	0
0.004114453912167258	1
0.004140971453055309	0
0.004164635980083646	1
0.004189074325238168	0
0.004216812958940156	1
0.004240690513831056	0
0.004267143575479853	1
0.004293243650999217	0
0.0043175514175663645	1
0.0043415237292797	0
0.004368016084971328	1
0.0043912484744977704	0
0.004415196666185528	1
0.004442311371853086	0
0.004469264845286776	1
0.004493695366367182	0
0.00452050527076095	1
0.004543329882762736	0
0.004568155673497683	1
0.004593436361015513	0
0.00461957988493867	1
0.0046443165920270505	0
0.004668000786831011	1
0.0046932502326563945	0
0.004716175771537692	1
0.004739768818713484	0
0.004763544114027395	1
0.004788787616168258	0
0.0048150165715112655	1
0.004840080513924257	0
0.004867135267677118	1
0.004891775160305636	0
0.004917485079809391	1
0.004942921782198424	0
0.004965752674194398	1
0.0049890790891521245	0
0.005012497559403032	1
0.00503604885119529	0
0.005059359367328895	1
0.005083073821474415	0
0.005109111961446312	1
0.005133344233077704	0
0.00515619586607979	1
0.005180266174521377	0
0.005203839602646436	1
0.005229043279343469	0
0.005253908188092527	1
0.005279820988730599	0
0.005303486364066208	1
0.005329491615992442	0
0.0053536324342021956	1
0.0053805735565282415	0
0.005406455179279929	1
0.005429957018940061	0
0.005456245240396691	1
0.0054801405078299436	0
0.005503825328372822	1
0.005529652521703263	0
0.005555371107479404	1
0.005581081915217995	0
0.0056077041865959425	1
0.005635334527995411	0
0.005658378423186269	1
0.005684815674385321	0
0.005712528393730634	1
0.005736126503681879	0
0.0057627684877025066	1
0.005786180793972231	0
0.005811739836898239	1
0.005837391495573235	0
0.005862794827621707	1
0.005886368419542184	0
0.00591150710447484	1
0.005935732815474039	0
0.005959354007579807	1
0.005982607711878446	0
0.006008317590765189	1
0.006033484523792627	0
0.006058248534916562	1
0.00608249217950104	0
0.006109657440476357	1
0.006136227484737839	0
0.006160527103314191	1
0.006188140756094061	0
0.006213174603435159	1
0.0062384761543150076	0
0.006261577523658191	1
0.00628524377861016	0
0.006312789578704184	1
0.006336768676762268	0
0.006363722057289408	1
0.006389322131888972	0
0.0064133897635427145	1
0.006438793572814163	0
0.006464313102048124	1
0.0064882688409249	0
0.0065136410701974986	1
0.006538758404648354	0
0.006566303878775468	1
0.00659055735550659	0
0.006614308486052072	1
0.006638389230430037	0
0.006662040200511077	1
0.006686519017491729	0
0.006713362846446041	1
0.0067374967748144825	0
0.006762230049849888	1
0.006786308352812253	0
0.006810508994651944	1
0.00683643020952288	0
0.006860664868090258	1
0.006884114761170178	0
0.006908687148331177	1
0.006936232673524006	0
0.006959766690179832	1
0.006982905747692091	0
0.007006390102122997	1
0.007029878592068755	0
0.007052705139334245	1
0.00708005136008593	0
0.007103820845122305	1
0.007130753264257341	0
0.007156933324940902	1
0.007182533169026591	0
0.007205375242202301	1
0.007230217781052299	0
0.007254128660814502	1
0.007277954086723515	0
0.007302750946574	1
0.007326089917376544	0
0.00735097751913303	1
0.007374623265223995	0
0.007397547707788716	1
0.007422065960026117	0
0.007445591150078059	1
0.007471635593361071	0
0.0074948191564936754	1
0.007519659101793499	0
0.007543410053084458	1
0.007567510550055856	0
0.007590934039213991	1
0.007616024878166134	0
0.007642178613379884	1
0.007666415411833226	0
0.007692470266381432	1
0.007718063938497482	0
0.007742708106893567	1
0.007766624780580751	0
0.007789629065541268	1
0.007816099172774302	0
0.007839119748659605	1
0.007864513182610802	0
0.007890101587086485	1
0.007916484720214102	0
0.007940084390819283	1
0.007963319206665065	0
0.007989907406456642	1
0.008012754338141198	0
0.008037357696199694	1
0.008061427329365978	0
0.008085375525762464	1
0.008112160000951378	0
0.008138917669864876	1
0.008165402371749139	0
0.008189937951665147	1
0.008213792992594962	0
0.008240490826990902	1
0.008266704495045343	0
0.008292317287761473	1
0.008315060754683546	0
0.008339581280357177	1
0.008363831895015777	0
0.008386635661806892	1
0.008409754626481265	0
0.00843575306005316	1
0.008462928430989705	0
0.00848599274140625	1
0.00851171860533489	0
0.008536909140973494	1
0.008560305246682363	0
0.008585144115821758	1
0.008608240710941541	0
0.008635446274996976	1
0.00866169285623383	0
0.008688222355422675	1
0.008714669578766989	0
0.00873923516618067	1
0.008763832655941139	0
0.008787038860745748	1
0.008810962727167799	0
0.008838651879317271	1
0.00886546254599521	0
0.008892594804707483	1
0.008918076484836819	0
0.008945025843005687	1
0.008969517242534718	0
0.008992360403664745	1
0.009015168298880565	0
0.009041730893413648	1
0.009065558223593973	0
0.009089010611240554	1
0.009113070575288184	0
0.009137099442852353	1
0.009159865098043306	0
0.009187029658023179	1
